image_name,true,pred,probability
ISIC_4451735,0,0,"[0.964792788028717, 0.03520720452070236]"
ISIC_4452285,0,0,"[0.9758003354072571, 0.024199681356549263]"
ISIC_4456116,0,0,"[0.9953743815422058, 0.004625690169632435]"
ISIC_4457207,0,0,"[0.9941704869270325, 0.005829491186887026]"
ISIC_4458567,0,0,"[0.96315598487854, 0.03684404119849205]"
ISIC_4459125,0,0,"[0.9951961636543274, 0.004803782794624567]"
ISIC_4460849,0,0,"[0.9956963062286377, 0.0043037342838943005]"
ISIC_4462621,0,0,"[0.992418646812439, 0.007581380661576986]"
ISIC_4462681,0,0,"[0.9877750873565674, 0.012224889360368252]"
ISIC_4463837,0,0,"[0.8843536972999573, 0.11564623564481735]"
ISIC_4468474,0,0,"[0.9430088400840759, 0.056991130113601685]"
ISIC_4469476,1,0,"[0.9515560865402222, 0.0484439916908741]"
ISIC_4469805,0,0,"[0.8580949902534485, 0.14190499484539032]"
ISIC_4470123,0,0,"[0.9838093519210815, 0.01619063876569271]"
ISIC_4471367,0,0,"[0.9954895377159119, 0.0045104739256203175]"
ISIC_4471567,0,0,"[0.9331163763999939, 0.06688367575407028]"
ISIC_4474170,0,0,"[0.9476794004440308, 0.05232055485248566]"
ISIC_4478326,0,0,"[0.9105973839759827, 0.08940256386995316]"
ISIC_4482610,0,0,"[0.9813619256019592, 0.018638068810105324]"
ISIC_4484889,0,0,"[0.9953169822692871, 0.0046830023638904095]"
ISIC_4486352,0,0,"[0.9800971150398254, 0.0199029091745615]"
ISIC_4489593,0,0,"[0.9944486618041992, 0.005551300942897797]"
ISIC_4489943,0,0,"[0.9953039884567261, 0.004695988725870848]"
ISIC_4490077,0,0,"[0.9545369148254395, 0.04546307772397995]"
ISIC_4493245,0,0,"[0.9951830506324768, 0.004816913045942783]"
ISIC_4494314,0,0,"[0.989061713218689, 0.010938255116343498]"
ISIC_4494444,0,0,"[0.9956870675086975, 0.0043128482066094875]"
ISIC_4499263,0,0,"[0.965989351272583, 0.034010641276836395]"
ISIC_4505089,0,0,"[0.8652514815330505, 0.13474853336811066]"
ISIC_4505293,0,0,"[0.9957742094993591, 0.0042257606983184814]"
ISIC_4505852,0,0,"[0.8711426258087158, 0.1288573294878006]"
ISIC_4506292,0,0,"[0.9073174595832825, 0.09268255531787872]"
ISIC_4506518,0,0,"[0.9935413599014282, 0.006458619609475136]"
ISIC_4507193,0,0,"[0.9955481290817261, 0.0044518401846289635]"
ISIC_4508966,0,0,"[0.9943897128105164, 0.0056103188544511795]"
ISIC_4509624,0,0,"[0.9455194473266602, 0.05448057875037193]"
ISIC_4511841,0,0,"[0.9768772125244141, 0.023122703656554222]"
ISIC_4513704,0,0,"[0.9950592517852783, 0.004940809682011604]"
ISIC_4516835,0,0,"[0.9400163292884827, 0.05998361110687256]"
ISIC_4517595,0,0,"[0.9692520499229431, 0.03074793703854084]"
ISIC_4520470,0,0,"[0.9773007035255432, 0.022699324414134026]"
ISIC_4521497,0,0,"[0.9951275587081909, 0.004872457589954138]"
ISIC_4522095,0,0,"[0.9296061396598816, 0.07039381563663483]"
ISIC_4523138,0,0,"[0.9774165153503418, 0.02258342131972313]"
ISIC_4525084,0,0,"[0.9229395985603333, 0.07706040889024734]"
ISIC_4526581,0,0,"[0.9953206181526184, 0.004679400939494371]"
ISIC_4528136,0,0,"[0.9048407077789307, 0.09515935182571411]"
ISIC_4528140,0,0,"[0.9953933954238892, 0.004606663249433041]"
ISIC_4528219,0,0,"[0.9932871460914612, 0.0067128450609743595]"
ISIC_4529168,0,0,"[0.9879563450813293, 0.012043630704283714]"
ISIC_4530154,0,0,"[0.9954276084899902, 0.00457233190536499]"
ISIC_4531954,0,0,"[0.9937740564346313, 0.006225875113159418]"
ISIC_4532882,0,0,"[0.9159514904022217, 0.0840485468506813]"
ISIC_4533779,0,0,"[0.9353465437889099, 0.0646534338593483]"
ISIC_4536709,0,0,"[0.8844917416572571, 0.11550825834274292]"
ISIC_4538489,0,0,"[0.9956226944923401, 0.0043772547505795956]"
ISIC_4542016,0,0,"[0.995919942855835, 0.004079984035342932]"
ISIC_4543121,0,0,"[0.8988453149795532, 0.101154625415802]"
ISIC_4543330,0,0,"[0.9287459254264832, 0.07125406712293625]"
ISIC_4546136,0,0,"[0.9929664134979248, 0.007033587899059057]"
ISIC_4547333,0,0,"[0.941889762878418, 0.05811021104454994]"
ISIC_4548483,0,0,"[0.9231329560279846, 0.07686707377433777]"
ISIC_4548632,0,0,"[0.9956257343292236, 0.004374271724373102]"
ISIC_4548990,0,0,"[0.946333646774292, 0.05366630479693413]"
ISIC_4551082,0,0,"[0.9927347898483276, 0.0072651635855436325]"
ISIC_4553760,0,0,"[0.9823134541511536, 0.017686564475297928]"
ISIC_4555130,0,0,"[0.8782748579978943, 0.12172509729862213]"
ISIC_4555461,0,0,"[0.9671178460121155, 0.032882172614336014]"
ISIC_4555817,0,0,"[0.9376130104064941, 0.06238696351647377]"
ISIC_4556455,0,0,"[0.9916811585426331, 0.008318837732076645]"
ISIC_4558982,0,0,"[0.994025707244873, 0.005974323954433203]"
ISIC_4560338,0,0,"[0.983084499835968, 0.016915516927838326]"
ISIC_4560585,0,0,"[0.9421433806419373, 0.05785660445690155]"
ISIC_4562120,0,0,"[0.9955588579177856, 0.0044410997070372105]"
ISIC_4562352,0,0,"[0.9271216988563538, 0.07287827134132385]"
ISIC_4566098,0,0,"[0.9909763932228088, 0.00902362260967493]"
ISIC_4566200,0,0,"[0.8009719252586365, 0.19902803003787994]"
ISIC_4567954,0,0,"[0.9766855835914612, 0.023314354941248894]"
ISIC_4568001,0,0,"[0.922316312789917, 0.07768367230892181]"
ISIC_4575091,0,0,"[0.9958972930908203, 0.004102746024727821]"
ISIC_4577414,0,0,"[0.9447089433670044, 0.0552910715341568]"
ISIC_4580428,0,0,"[0.9702363014221191, 0.029763702303171158]"
ISIC_4583929,0,0,"[0.9940233826637268, 0.005976615473628044]"
ISIC_4584265,1,0,"[0.940387487411499, 0.05961247533559799]"
ISIC_4584708,0,0,"[0.9659282565116882, 0.03407176956534386]"
ISIC_4585877,0,0,"[0.8414725065231323, 0.15852750837802887]"
ISIC_4586133,0,0,"[0.9398930072784424, 0.06010698527097702]"
ISIC_4590786,0,0,"[0.9954885840415955, 0.004511415492743254]"
ISIC_4593224,0,0,"[0.9949948787689209, 0.005005090497434139]"
ISIC_4597011,0,0,"[0.9592398405075073, 0.04076021537184715]"
ISIC_4597707,0,0,"[0.9827976226806641, 0.017202390357851982]"
ISIC_4600831,0,0,"[0.9771494269371033, 0.022850528359413147]"
ISIC_4601679,0,0,"[0.9952654838562012, 0.004734568763524294]"
ISIC_4601757,0,0,"[0.9952796697616577, 0.004720357712358236]"
ISIC_4602983,0,0,"[0.992345929145813, 0.007654073182493448]"
ISIC_4604654,0,0,"[0.9918549060821533, 0.008145050145685673]"
ISIC_4607215,0,0,"[0.9957088232040405, 0.0042911493219435215]"
ISIC_4608323,0,0,"[0.9842085242271423, 0.01579146645963192]"
ISIC_4608393,0,0,"[0.9944276809692383, 0.005572368856519461]"
ISIC_4610204,0,0,"[0.9432480931282043, 0.05675187706947327]"
ISIC_4611145,0,0,"[0.9681504368782043, 0.03184959292411804]"
ISIC_4614129,0,0,"[0.995061457157135, 0.0049385312013328075]"
ISIC_4616635,0,0,"[0.9957666397094727, 0.004233319777995348]"
ISIC_4617212,0,0,"[0.9929409027099609, 0.007059070747345686]"
ISIC_4620053,0,0,"[0.9262682199478149, 0.07373182475566864]"
ISIC_4620192,0,0,"[0.9932301044464111, 0.006769850384443998]"
ISIC_4622069,0,0,"[0.9930461049079895, 0.006953880190849304]"
ISIC_4622902,0,0,"[0.9947271943092346, 0.005272815935313702]"
ISIC_4623037,0,0,"[0.9826040863990784, 0.01739593967795372]"
ISIC_4623351,0,0,"[0.8408151865005493, 0.15918485820293427]"
ISIC_4624753,0,0,"[0.9514005184173584, 0.048599421977996826]"
ISIC_4627335,0,0,"[0.9954458475112915, 0.004554154351353645]"
ISIC_4628573,0,0,"[0.9457542896270752, 0.05424567684531212]"
ISIC_4628654,0,0,"[0.9691610932350159, 0.03083888255059719]"
ISIC_4629184,0,0,"[0.9957118034362793, 0.004288164898753166]"
ISIC_4630067,0,0,"[0.8067624568939209, 0.19323758780956268]"
ISIC_4630228,0,0,"[0.9880841374397278, 0.011915874667465687]"
ISIC_4631910,0,0,"[0.895815372467041, 0.10418461263179779]"
ISIC_4632059,0,0,"[0.9915103912353516, 0.008489608764648438]"
ISIC_4634128,0,0,"[0.9897687435150146, 0.010231242515146732]"
ISIC_4635151,0,0,"[0.9418076276779175, 0.05819232016801834]"
ISIC_4636434,0,0,"[0.8644241690635681, 0.13557586073875427]"
ISIC_4638986,0,0,"[0.971886396408081, 0.028113625943660736]"
ISIC_4640613,0,0,"[0.9829429388046265, 0.017057064920663834]"
ISIC_4642695,0,0,"[0.9145057797431946, 0.08549421280622482]"
ISIC_4643939,0,0,"[0.9735296368598938, 0.02647032029926777]"
ISIC_4644299,0,0,"[0.9854125380516052, 0.014587500132620335]"
ISIC_4645788,0,0,"[0.9948580265045166, 0.005141932982951403]"
ISIC_4645995,0,0,"[0.9769708514213562, 0.02302909642457962]"
ISIC_4646061,0,0,"[0.9916115403175354, 0.008388493210077286]"
ISIC_4646072,0,0,"[0.9844431281089783, 0.015556917525827885]"
ISIC_4646228,0,0,"[0.9344757199287415, 0.06552433967590332]"
ISIC_4646990,0,0,"[0.9916361570358276, 0.008363834582269192]"
ISIC_4649465,0,0,"[0.932780921459198, 0.0672190710902214]"
ISIC_4653503,1,0,"[0.9236850142478943, 0.07631499320268631]"
ISIC_4654808,0,0,"[0.8358839750289917, 0.16411606967449188]"
ISIC_4657838,0,0,"[0.9957204461097717, 0.0042796083725988865]"
ISIC_4658681,0,0,"[0.9510910511016846, 0.04890894517302513]"
ISIC_4660078,0,0,"[0.9813612103462219, 0.018638819456100464]"
ISIC_4662418,0,0,"[0.9524200558662415, 0.04757991433143616]"
ISIC_4665415,0,0,"[0.9925946593284607, 0.007405390497297049]"
ISIC_4667975,0,0,"[0.9938201308250427, 0.006179924122989178]"
ISIC_4668001,0,0,"[0.8569610118865967, 0.14303894340991974]"
ISIC_4670822,0,0,"[0.995924711227417, 0.004075255244970322]"
ISIC_4670831,0,0,"[0.9943687319755554, 0.005631244275718927]"
ISIC_4671324,0,0,"[0.9946044087409973, 0.005395602900534868]"
ISIC_4672353,0,0,"[0.9945823550224304, 0.005417670588940382]"
ISIC_4673461,0,0,"[0.9086647033691406, 0.09133531898260117]"
ISIC_4677620,0,0,"[0.9844344258308411, 0.015565597452223301]"
ISIC_4679347,0,0,"[0.8686028718948364, 0.13139708340168]"
ISIC_4681838,0,0,"[0.8650126457214355, 0.13498733937740326]"
ISIC_4682923,0,0,"[0.9881058931350708, 0.011894077993929386]"
ISIC_4683122,0,0,"[0.987820029258728, 0.012179942801594734]"
ISIC_4683695,0,0,"[0.9711332321166992, 0.028866829350590706]"
ISIC_4684100,0,0,"[0.9148218631744385, 0.08517815917730331]"
ISIC_4686317,0,0,"[0.9691173434257507, 0.030882705003023148]"
ISIC_4691314,0,0,"[0.8055816292762756, 0.19441835582256317]"
ISIC_4691889,0,0,"[0.9679239988327026, 0.03207606449723244]"
ISIC_4691943,0,0,"[0.8908487558364868, 0.10915128141641617]"
ISIC_4693226,0,0,"[0.9943206310272217, 0.00567935686558485]"
ISIC_4695702,0,0,"[0.9203581213951111, 0.07964184880256653]"
ISIC_4695963,0,0,"[0.9548208117485046, 0.04517916589975357]"
ISIC_4696139,0,0,"[0.9875176548957825, 0.01248239167034626]"
ISIC_4698219,0,0,"[0.9940418601036072, 0.005958167836070061]"
ISIC_4698457,0,0,"[0.973909318447113, 0.026090677827596664]"
ISIC_4699787,0,0,"[0.9469334483146667, 0.05306650325655937]"
ISIC_4700970,0,0,"[0.9667820334434509, 0.033217985183000565]"
ISIC_4700975,0,0,"[0.9731692671775818, 0.026830755174160004]"
ISIC_4701157,0,0,"[0.9887810945510864, 0.01121891476213932]"
ISIC_4701619,0,0,"[0.9933905601501465, 0.006609485484659672]"
ISIC_4702716,0,0,"[0.9922215342521667, 0.007778490427881479]"
ISIC_4705307,0,0,"[0.9684807062149048, 0.031519241631031036]"
ISIC_4705662,0,0,"[0.9864434003829956, 0.013556593097746372]"
ISIC_4707552,0,0,"[0.9738032221794128, 0.0261967945843935]"
ISIC_4709038,0,0,"[0.935938835144043, 0.06406114995479584]"
ISIC_4709818,0,0,"[0.9339261651039124, 0.06607381254434586]"
ISIC_4711662,0,0,"[0.9664866328239441, 0.03351341933012009]"
ISIC_4712429,0,0,"[0.9200928807258606, 0.07990716397762299]"
ISIC_4713698,0,0,"[0.9432648420333862, 0.05673520267009735]"
ISIC_4719028,0,0,"[0.8838682770729065, 0.11613171547651291]"
ISIC_4720140,0,0,"[0.9954307079315186, 0.004569350741803646]"
ISIC_4722021,0,0,"[0.9137352705001831, 0.08626475185155869]"
ISIC_4722119,0,0,"[0.9556092023849487, 0.04439081624150276]"
ISIC_4722942,0,0,"[0.9915243983268738, 0.008475604467093945]"
ISIC_4723179,0,0,"[0.9775480628013611, 0.02245192602276802]"
ISIC_4723603,0,0,"[0.9707900881767273, 0.02920990251004696]"
ISIC_4725089,0,0,"[0.9884238839149475, 0.01157611794769764]"
ISIC_4725103,0,0,"[0.9956439733505249, 0.004356028512120247]"
ISIC_4726702,0,0,"[0.9532173275947571, 0.04678269848227501]"
ISIC_4728167,0,0,"[0.9927361011505127, 0.007263940293341875]"
ISIC_4728756,0,0,"[0.9688264727592468, 0.03117354027926922]"
ISIC_4730066,1,0,"[0.9201585650444031, 0.07984145730733871]"
ISIC_4732584,0,0,"[0.9851709008216858, 0.014829105697572231]"
ISIC_4739594,0,0,"[0.994110643863678, 0.005889354273676872]"
ISIC_4741420,0,0,"[0.9935583472251892, 0.006441641598939896]"
ISIC_4743738,0,0,"[0.9871958494186401, 0.012804114259779453]"
ISIC_4744192,0,0,"[0.9582980871200562, 0.04170190170407295]"
ISIC_4745037,0,0,"[0.8789495229721069, 0.12105052918195724]"
ISIC_4745475,0,0,"[0.9954428672790527, 0.0045571476221084595]"
ISIC_4745658,0,0,"[0.9919283390045166, 0.008071664720773697]"
ISIC_4747355,0,0,"[0.9945439100265503, 0.005456036422401667]"
ISIC_4747584,0,0,"[0.9927383065223694, 0.0072617121040821075]"
ISIC_4749142,0,0,"[0.9957095384597778, 0.0042905015870928764]"
ISIC_4750129,0,0,"[0.9899777173995972, 0.010022277012467384]"
ISIC_4751140,0,0,"[0.7795009613037109, 0.22049902379512787]"
ISIC_4752289,0,0,"[0.9954192638397217, 0.004580759909003973]"
ISIC_4755260,0,0,"[0.9942864775657654, 0.005713475868105888]"
ISIC_4755931,0,0,"[0.9490094780921936, 0.05099046975374222]"
ISIC_4756595,0,0,"[0.8402342200279236, 0.15976576507091522]"
ISIC_4758913,0,0,"[0.9240012168884277, 0.07599879801273346]"
ISIC_4761334,0,0,"[0.9551133513450623, 0.04488656297326088]"
ISIC_4762702,0,0,"[0.9436250925064087, 0.056374967098236084]"
ISIC_4762906,0,0,"[0.9918197393417358, 0.0081802848726511]"
ISIC_4762916,0,0,"[0.8357911705970764, 0.16420884430408478]"
ISIC_4764002,0,0,"[0.8961378335952759, 0.1038622111082077]"
ISIC_4764834,0,0,"[0.9955396056175232, 0.004460398573428392]"
ISIC_4766046,0,0,"[0.9942998886108398, 0.00570007786154747]"
ISIC_4768668,0,0,"[0.995410144329071, 0.004589840304106474]"
ISIC_4772008,0,0,"[0.8477134704589844, 0.152286559343338]"
ISIC_4772294,0,0,"[0.9553121328353882, 0.044687915593385696]"
ISIC_4775838,0,0,"[0.9958912134170532, 0.004108728840947151]"
ISIC_4775964,0,0,"[0.9955316781997681, 0.004468305967748165]"
ISIC_4776213,0,0,"[0.9680841565132141, 0.0319158099591732]"
ISIC_4776770,0,0,"[0.9922870397567749, 0.007713021710515022]"
ISIC_4781205,0,0,"[0.992516815662384, 0.007483229506760836]"
ISIC_4782254,0,0,"[0.913722574710846, 0.08627746999263763]"
ISIC_4782920,0,0,"[0.9270719885826111, 0.07292797416448593]"
ISIC_4783750,0,0,"[0.9850072264671326, 0.014992795884609222]"
ISIC_4784251,0,0,"[0.9157509803771973, 0.08424896001815796]"
ISIC_4784833,0,0,"[0.9955917000770569, 0.0044082896783947945]"
ISIC_4786018,0,0,"[0.9220805764198303, 0.07791943103075027]"
ISIC_4787698,0,0,"[0.9081903100013733, 0.09180968254804611]"
ISIC_4787852,0,0,"[0.9951960444450378, 0.004803997930139303]"
ISIC_4788195,0,0,"[0.9917263984680176, 0.008273635990917683]"
ISIC_4790259,0,0,"[0.9518209099769592, 0.04817908629775047]"
ISIC_4791589,0,0,"[0.9664292931556702, 0.03357067331671715]"
ISIC_4793961,0,0,"[0.958739161491394, 0.041260819882154465]"
ISIC_4796189,0,0,"[0.9501035809516907, 0.04989646002650261]"
ISIC_4797852,0,0,"[0.9946237802505493, 0.005376189481467009]"
ISIC_4799881,0,0,"[0.9113942980766296, 0.08860574662685394]"
ISIC_4800479,0,0,"[0.9856510758399963, 0.01434894185513258]"
ISIC_4800495,0,0,"[0.953544020652771, 0.04645596072077751]"
ISIC_4800695,0,0,"[0.9287355542182922, 0.07126446813344955]"
ISIC_4804912,0,0,"[0.985496461391449, 0.01450352557003498]"
ISIC_4805048,0,0,"[0.9329123497009277, 0.0670875832438469]"
ISIC_4813830,0,0,"[0.8736746311187744, 0.1263253092765808]"
ISIC_4813844,0,0,"[0.9256607294082642, 0.07433928549289703]"
ISIC_4813932,0,0,"[0.9698025584220886, 0.030197378247976303]"
ISIC_4824153,0,0,"[0.9954845905303955, 0.004515449982136488]"
ISIC_4825322,0,0,"[0.995422899723053, 0.004577089566737413]"
ISIC_4826546,0,0,"[0.964396595954895, 0.03560340777039528]"
ISIC_4829356,0,0,"[0.9943574070930481, 0.005642610136419535]"
ISIC_4834243,0,0,"[0.9503050446510315, 0.049694910645484924]"
ISIC_4837536,0,0,"[0.9891594052314758, 0.010840587317943573]"
ISIC_4839421,0,0,"[0.9567490220069885, 0.04325099289417267]"
ISIC_4839673,0,0,"[0.9449928402900696, 0.055007148534059525]"
ISIC_4841508,0,0,"[0.995130181312561, 0.00486981775611639]"
ISIC_4842241,0,0,"[0.9941892623901367, 0.005810762755572796]"
ISIC_4842681,0,0,"[0.9722565412521362, 0.02774341218173504]"
ISIC_4843102,0,0,"[0.9663277268409729, 0.03367225080728531]"
ISIC_4847584,0,0,"[0.9955481290817261, 0.0044518630020320415]"
ISIC_4848291,0,0,"[0.9949015378952026, 0.005098429508507252]"
ISIC_4848484,0,0,"[0.9956843852996826, 0.004315605852752924]"
ISIC_4849252,0,0,"[0.9923056960105896, 0.0076943435706198215]"
ISIC_4851366,1,0,"[0.8590670228004456, 0.14093296229839325]"
ISIC_4851652,0,0,"[0.9519851803779602, 0.04801484942436218]"
ISIC_4856118,0,0,"[0.9643288850784302, 0.035671185702085495]"
ISIC_4856236,0,0,"[0.9947863817214966, 0.005213555414229631]"
ISIC_4856651,0,0,"[0.9337019324302673, 0.06629810482263565]"
ISIC_4856654,0,0,"[0.9680887460708618, 0.031911253929138184]"
ISIC_4857744,0,0,"[0.9486070275306702, 0.05139298364520073]"
ISIC_4862526,0,0,"[0.9947466254234314, 0.005253306590020657]"
ISIC_4863404,0,0,"[0.9958395957946777, 0.004160475451499224]"
ISIC_4863784,0,0,"[0.9954221844673157, 0.004577795509248972]"
ISIC_4866086,0,0,"[0.993731677532196, 0.006268315948545933]"
ISIC_4868262,0,0,"[0.9096364974975586, 0.09036342054605484]"
ISIC_4869740,0,0,"[0.9695277214050293, 0.030472317710518837]"
ISIC_4870011,0,0,"[0.9956811666488647, 0.004318807274103165]"
ISIC_4870676,0,0,"[0.9473982453346252, 0.05260174348950386]"
ISIC_4870701,0,0,"[0.8973501920700073, 0.10264986753463745]"
ISIC_4871616,0,0,"[0.9947963356971741, 0.005203630309551954]"
ISIC_4872791,0,0,"[0.8820083141326904, 0.11799176037311554]"
ISIC_4873796,0,0,"[0.9182342290878296, 0.08176576346158981]"
ISIC_4874266,0,0,"[0.977670431137085, 0.022329531610012054]"
ISIC_4877382,0,0,"[0.8418389558792114, 0.15816102921962738]"
ISIC_4879697,0,0,"[0.9694463014602661, 0.03055369108915329]"
ISIC_4881109,0,0,"[0.9150137305259705, 0.08498629182577133]"
ISIC_4882389,0,0,"[0.995763897895813, 0.004236025735735893]"
ISIC_4883688,0,0,"[0.9899464249610901, 0.010053630918264389]"
ISIC_4884189,0,0,"[0.9871800541877747, 0.012819934636354446]"
ISIC_4884879,0,0,"[0.9139291048049927, 0.08607087284326553]"
ISIC_4887256,0,0,"[0.879371702671051, 0.12062826752662659]"
ISIC_4887997,0,0,"[0.9924046397209167, 0.00759533466771245]"
ISIC_4888821,0,0,"[0.8429384231567383, 0.15706157684326172]"
ISIC_4888971,0,0,"[0.9941480159759521, 0.005851996596902609]"
ISIC_4889196,0,0,"[0.9108390212059021, 0.08916094154119492]"
ISIC_4889332,0,0,"[0.9959403276443481, 0.004059696104377508]"
ISIC_4890201,0,0,"[0.9933115243911743, 0.0066884648986160755]"
ISIC_4891057,0,0,"[0.9944426417350769, 0.005557327531278133]"
ISIC_4891204,0,0,"[0.9561944603919983, 0.04380558803677559]"
ISIC_4892083,0,0,"[0.9952529668807983, 0.004747087135910988]"
ISIC_4894806,0,0,"[0.9629589319229126, 0.037041082978248596]"
ISIC_4894929,0,0,"[0.9941039681434631, 0.005896016024053097]"
ISIC_4896088,0,0,"[0.9052149653434753, 0.09478504210710526]"
ISIC_4900012,0,0,"[0.9332874417304993, 0.06671248376369476]"
ISIC_4900077,0,0,"[0.9780004620552063, 0.021999511867761612]"
ISIC_4901577,0,0,"[0.9068398475646973, 0.09316015988588333]"
ISIC_4902829,0,0,"[0.9954121708869934, 0.004587892908602953]"
ISIC_4903927,0,0,"[0.9490987062454224, 0.050901271402835846]"
ISIC_4905111,0,0,"[0.8066476583480835, 0.19335231184959412]"
ISIC_4905126,0,0,"[0.995144248008728, 0.004855813924223185]"
ISIC_4909154,0,0,"[0.9889180064201355, 0.011081965640187263]"
ISIC_4910094,0,0,"[0.8587728142738342, 0.1412271410226822]"
ISIC_4910271,0,0,"[0.8891668319702148, 0.11083318293094635]"
ISIC_4910683,0,0,"[0.8117839097976685, 0.18821606040000916]"
ISIC_4911104,0,0,"[0.8870065212249756, 0.11299347132444382]"
ISIC_4915897,0,0,"[0.9932246804237366, 0.00677524833008647]"
ISIC_4919198,0,0,"[0.9454709887504578, 0.05452907457947731]"
ISIC_4921882,0,0,"[0.9861100912094116, 0.013889838941395283]"
ISIC_4924365,0,0,"[0.9909920692443848, 0.009007926099002361]"
ISIC_4926448,0,0,"[0.9563453197479248, 0.04365469887852669]"
ISIC_4926788,0,0,"[0.9919137954711914, 0.00808616541326046]"
ISIC_4927075,0,0,"[0.9764808416366577, 0.023519163951277733]"
ISIC_4927943,0,0,"[0.9954973459243774, 0.004502716939896345]"
ISIC_4930558,0,0,"[0.9723811745643616, 0.027618832886219025]"
ISIC_4931777,0,0,"[0.9524151682853699, 0.04758484661579132]"
ISIC_4933119,0,0,"[0.9869024753570557, 0.013097469694912434]"
ISIC_4933735,0,0,"[0.9431787133216858, 0.05682123452425003]"
ISIC_4938188,0,0,"[0.8960366249084473, 0.10396337509155273]"
ISIC_4938388,0,0,"[0.9778878092765808, 0.02211223728954792]"
ISIC_4938638,0,0,"[0.9762610197067261, 0.023738980293273926]"
ISIC_4941125,0,0,"[0.9955644607543945, 0.004435580223798752]"
ISIC_4942545,0,0,"[0.9511476755142212, 0.04885236173868179]"
ISIC_4943237,0,0,"[0.9912376999855042, 0.008762252517044544]"
ISIC_4943389,0,0,"[0.9328470230102539, 0.0671529546380043]"
ISIC_4943797,0,0,"[0.9650771617889404, 0.03492280840873718]"
ISIC_4944690,0,0,"[0.995367169380188, 0.004632821772247553]"
ISIC_4947205,0,0,"[0.994699239730835, 0.0053007835522294044]"
ISIC_4947816,0,0,"[0.954998254776001, 0.04500172287225723]"
ISIC_4948722,0,0,"[0.933074951171875, 0.0669250339269638]"
ISIC_4949672,0,0,"[0.9794251322746277, 0.02057480998337269]"
ISIC_4950321,0,0,"[0.8826821446418762, 0.11731782555580139]"
ISIC_4950948,0,0,"[0.8684629797935486, 0.13153699040412903]"
ISIC_4954282,0,0,"[0.9193866848945618, 0.08061333000659943]"
ISIC_4956713,0,0,"[0.9475564956665039, 0.05244350805878639]"
ISIC_4958861,0,0,"[0.988507866859436, 0.011492148041725159]"
ISIC_4959937,0,0,"[0.8897294998168945, 0.11027055233716965]"
ISIC_4964532,0,0,"[0.8620526194572449, 0.1379474550485611]"
ISIC_4965459,0,0,"[0.9467545747756958, 0.05324549227952957]"
ISIC_4965967,0,0,"[0.9339229464530945, 0.06607701629400253]"
ISIC_4968536,0,0,"[0.8409027457237244, 0.15909722447395325]"
ISIC_4968624,0,0,"[0.9846683144569397, 0.015331716276705265]"
ISIC_4969249,0,0,"[0.9624724984169006, 0.03752751648426056]"
ISIC_4969372,0,0,"[0.9877632260322571, 0.012236807495355606]"
ISIC_4971739,0,0,"[0.9770954847335815, 0.02290450781583786]"
ISIC_4972972,0,0,"[0.9462642669677734, 0.05373569205403328]"
ISIC_4973549,0,0,"[0.9955845475196838, 0.004415520466864109]"
ISIC_4974475,0,0,"[0.9835927486419678, 0.016407232731580734]"
ISIC_4974788,0,0,"[0.9852738976478577, 0.014726116321980953]"
ISIC_4975949,0,0,"[0.9457535743713379, 0.054246462881565094]"
ISIC_4976189,0,0,"[0.9423301815986633, 0.057669829577207565]"
ISIC_4977119,0,0,"[0.9591086506843567, 0.040891382843256]"
ISIC_4979697,0,0,"[0.9944528937339783, 0.005547077860683203]"
ISIC_4981344,0,0,"[0.9267038106918335, 0.0732962042093277]"
ISIC_4981507,0,0,"[0.9191380143165588, 0.08086199313402176]"
ISIC_4985369,0,0,"[0.9924880266189575, 0.007511924486607313]"
ISIC_4986879,0,0,"[0.9951931238174438, 0.004806916695088148]"
ISIC_4986933,0,0,"[0.9945936799049377, 0.005406356416642666]"
ISIC_4988141,0,0,"[0.9525494575500488, 0.04745056852698326]"
ISIC_4992702,0,0,"[0.9098496437072754, 0.09015031158924103]"
ISIC_4993777,0,0,"[0.9951661825180054, 0.004833763465285301]"
ISIC_4994891,0,0,"[0.995747983455658, 0.004251999314874411]"
ISIC_5004291,0,0,"[0.9955540299415588, 0.004445960279554129]"
ISIC_5006020,0,0,"[0.9953073859214783, 0.004692557733505964]"
ISIC_5006434,0,0,"[0.9950557947158813, 0.00494425231590867]"
ISIC_5010197,0,0,"[0.9570334553718567, 0.0429665707051754]"
ISIC_5014425,0,0,"[0.8457270264625549, 0.15427295863628387]"
ISIC_5015081,0,0,"[0.9002190232276917, 0.09978099912405014]"
ISIC_5016141,0,0,"[0.9933214783668518, 0.006678461097180843]"
ISIC_5018620,0,0,"[0.9885753989219666, 0.01142460573464632]"
ISIC_5023040,0,0,"[0.9813025593757629, 0.018697397783398628]"
ISIC_5023793,0,0,"[0.9895873069763184, 0.010412697680294514]"
ISIC_5028878,0,0,"[0.9922433495521545, 0.007756626233458519]"
ISIC_5029669,0,0,"[0.9834927320480347, 0.016507213935256004]"
ISIC_5029956,0,0,"[0.9514939785003662, 0.048506028950214386]"
ISIC_5030989,0,0,"[0.9701098799705505, 0.02989014983177185]"
ISIC_5031252,0,0,"[0.9328154921531677, 0.06718452274799347]"
ISIC_5032464,0,0,"[0.9607486724853516, 0.039251361042261124]"
ISIC_5034671,0,0,"[0.9936906099319458, 0.00630936399102211]"
